"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"27","","NBA 2K17","165761760","11902800","28044","1322","7866","3718","266","13.93",""
"28","","Tom Clancy's The Division","150637500","12062040","9068","536","7311","3379","270","12.49",""
"29","","Call of Duty: Infinite Warfare","150414240","5430120","35105","262","9062","3374","121","27.7",""
"30","","Battlefield 1","150360840","16007400","17016","767","15230","3372","359","9.39",""
"31","","IRL","142562100","1350480","38017","195","0","3197","30","105.56",""
"32","","Rocket League","136555260","8149440","60401","388","8345","3063","182","16.76",""
"33","","SMITE","136299060","6623400","14706","282","4182","3057","148","20.58",""
"34","","Call of Duty: Modern Warfare Remastered","124806300","4307340","12767","201","6994","2799","96","28.98",""
"35","","Let It Die","113963820","3882840","32975","240","2199","2556","87","29.35",""
"36","","Clash Royale","107631480","1718400","16028","86","1390","2414","38","62.63",""
"37","","The Last Guardian","107473200","904620","55149","132","112","2410","20","118.8",""
"38","","DayZ","101503020","3171300","24298","185","1416","2276","71","32.01",""
"39","","Ark: Survival Evolved","91071780","10918080","6244","539","1451","2042","244","8.34",""
"40","","The Binding of Isaac: Repentance","89870100","1253340","12827","61","819","2015","28","71.7",""
"41","","Magic: The Gathering","88471860","751200","16116","43","323","1984","16","117.77",""
"42","","Dark Souls III","87631800","4393080","19520","184","3195","1965","98","19.95",""
"43","","Black Desert","82969200","3516420","11239","185","1187","1861","78","23.59",""
"44","","Astroneer","81565620","1609860","64365","143","0","1829","36","50.67",""
"45","","The Elder Scrolls V: Skyrim","78046500","5923440","12263","289","4992","1750","132","13.18",""
"46","","Paragon","77405400","6478980","33162","440","3492","1736","145","11.95",""
"47","","Super Mario Maker","75825360","849600","9456","42","410","1700","19","89.25",""
"48","","Yakuza 6: The Song of Life","73799100","472800","22909","82","43","1655","10","156.09",""
"49","","Rust","70230600","3490140","11277","171","1782","1575","78","20.12",""
"50","","Bloodborne","67561200","2309460","15249","120","1431","1515","51","29.25",""
"51","","Super Smash Bros. for Wii U","65833080","865560","27536","58","581","1476","19","76.06",""
"52","","Warcraft III","65149620","1168500","21581","49","408","1461","26","55.75",""
"53","","Dead Rising 4","63421680","1444860","32348","202","53","1422","32","43.89",""
"54","","Super Smash Bros. Melee","61861200","669060","49923","48","577","1387","15","92.46",""
"55","","Dungeons & Dragons","61741440","663660","32015","75","527","1384","14","93.03",""
"56","","Madden NFL 17","60572940","11214600","12024","688","9532","1358","251","5.4",""
"57","","The Legend of Zelda: Ocarina of Time","60319860","585600","9780","55","298","1353","13","103.01",""
"58","","Music","59626500","1215360","6530","58","1048","1337","27","49.06",""
"59","","Halo 5: Guardians","57826320","3400620","36940","185","1941","1297","76","17",""
"60","","Planet Coaster","55979460","1459560","25412","94","1520","1255","32","38.35",""
"61","","Subnautica","55540140","644940","24344","60","261","1245","14","86.12",""
"62","","Warframe","55041780","4692780","22910","239","2459","1234","105","11.73",""
"63","","Watch Dogs 2","52035840","1752900","15032","157","4035","1167","39","29.69",""
"64","","Lineage II: The Chaotic Throne - The 1st Throne: The Kamael","50023380","1488900","11533","85","439","1122","33","33.6",""
"65","","ArcheAge","49930260","1504980","10407","141","312","1120","33","33.18",""
"66","","RimWorld","47375760","938580","14881","62","303","1062","21","50.48",""
"67","","Infestation: The New Z","46081860","2515440","33261","121","1221","1033","56","18.32",""
"68","","Dark Souls","46037820","1354440","19373","70","805","1032","30","33.99",""
"69","","Tibia","45018960","1300440","3543","63","565","1009","29","34.62",""
"70","","Call of Duty: Black Ops III","42893340","12813480","5513","641","10631","962","287","3.35",""
"71","","7 Days to Die","41826120","3791700","3956","165","2121","938","85","11.03",""
"72","","Sid Meier's Civilization VI","40078800","566880","29502","43","517","899","12","70.7",""
"73","","World of Warships","39818640","2079300","3270","91","965","893","46","19.15",""
"74","","PUBG: BATTLEGROUNDS","38778240","226260","32673","117","627","869","5","171.39",""
"75","","The Forest","38708580","1286460","18193","100","652","868","28","30.09",""
"76","","Vainglory","38491620","482040","23099","27","221","863","10","79.85",""
"77","","EVE Online","37966080","887760","15967","74","474","851","19","42.77",""
"78","","Battlerite","36991500","1420440","28960","109","1693","829","31","26.04",""
"79","","osu!","36825120","4065600","12721","175","4542","826","91","9.06",""
"80","","Summoners War: Sky Arena","36190380","859380","4284","49","328","811","19","42.11",""
"81","","Jackbox Party Packs","35464020","726960","32927","80","762","795","16","48.78",""
"82","","Garry's Mod","33561180","1354440","30862","96","1196","752","30","24.78",""
"83","","Shadowverse","31970040","735240","31281","71","462","717","16","43.48",""
"84","","Retro","31484580","1313880","3142","53","590","706","29","23.96",""
"85","","The Witcher 3: Wild Hunt","31065840","2254260","7716","116","1654","696","50","13.78",""
"86","","Euro Truck Simulator 2","30650760","2682180","21213","179","1438","687","60","11.43",""
"87","","Steep","30487680","1686720","26026","196","2190","683","37","18.08",""
"88","","Super Mario 64","29553180","630900","7411","34","336","662","14","46.84",""
"89","","Gears of War 4","28835940","2989140","11738","155","2483","646","67","9.65",""
"90","","Social Eating","28295880","318420","27457","23","659","634","7","88.86",""
"91","","Escape from Tarkov","27141720","12840","69778","18","0","608","0","2113.84",""
"92","","Diablo III","26813040","2487300","3340","109","1740","601","55","10.78",""
"93","","Casino_old","26800680","389880","4287","25","136","601","8","68.74",""
"94","","The Walking Dead: Season One","26774280","663420","23422","45","319","600","14","40.36",""
"95","","Farming Simulator 17","26255280","2766180","3326","176","1700","588","62","9.49",""
"96","","The Last of Us","26026200","2233620","6699","117","1601","583","50","11.65",""
"97","","Paladins","25935360","2400360","7538","109","2002","581","53","10.8",""
"98","","Resident Evil 7: Biohazard","25828920","340140","49143","63","1489","579","7","75.94",""
"99","","Blade & Soul","25694160","1747260","12768","76","668","576","39","14.71",""
"100","","Stardew Valley","24958140","1759200","6039","104","780","559","39","14.19",""
